Time,True time, Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z, Pressure,delta t
seconds,seconds, deg/s, deg/s, deg/s, m/s^2, m/s^2, m/s^2, PSI,seconds
105.059,196.315011,-89,-165.9,159.4,-1.67,-8.34,5.78,98145,0.054
105.113,196.369011,-114.4,-250,72.5,-0.59,-7.65,4.24,98147,0.054
105.167,196.423011,-90.4,-235.7,90.9,0.5,-8.61,3.4,98150,0.054
105.27,196.526011,17.4,32.5,106.5,0.38,-8.9,4.18,98157,0.103
105.324,196.580011,14.4,51.4,51.2,0.2,-9.05,4.9,98157,0.054
105.378,196.634011,-16.5,73.5,-11.3,0.56,-9.62,4.83,98158,0.054
105.432,196.688011,-48.6,192.8,-13.2,-0.69,-10.14,5.15,98163,0.054
105.487,196.743011,-24.3,226.4,-4.6,-1.41,-10.6,5.22,98165,0.055
105.544,196.800011,7.8,171.8,-3.5,-2.03,-10.81,5.94,98168,0.057
105.598,196.854011,1,76.1,-21.9,-1.46,-10.49,5.97,98173,0.054
105.653,196.909011,-63.5,71.5,-1.3,-1.46,-9.79,5.64,98168,0.055
105.707,196.963011,-123,65.9,23.5,-1.84,-10.05,5.26,98175,0.054
105.761,197.017011,-133.8,-25.1,39.1,-1.98,-9.26,4.68,98176,0.054
105.816,197.072011,-100.1,-150.5,53.3,-1.97,-9.12,4.38,98179,0.055
105.87,197.126011,-48.2,-226.8,86.7,-1.53,-9.28,4.24,98180,0.054
105.924,197.180011,-31.4,-213.7,135.2,-1.44,-9.29,4.99,98185,0.054
105.978,197.234011,-58.1,-223.3,155.7,-1.8,-8.5,5.2,98190,0.054
106.033,197.289011,-89.2,-250,168.8,-2.02,-8.32,5.38,98189,0.055
106.087,197.343011,-108.4,-250,167.9,-1.95,-9.55,5.53,98193,0.054
106.141,197.397011,-81.8,-250,172.6,-1.19,-8.64,4.63,98193,0.054
106.196,197.452011,-44.7,-250,178.9,-0.25,-9.16,4.3,98199,0.055
106.25,197.506011,-22.8,-213.1,164.4,0.09,-9.48,4.37,98198,0.054
106.304,197.560011,-3.4,-119.8,135.9,0.34,-9.65,4.35,98204,0.054
106.358,197.614011,4.4,-33,108,0.12,-10.09,4.64,98203,0.054
106.413,197.669011,14.9,27.8,72.7,0.28,-9.05,4.42,98204,0.055
106.467,197.723011,4.4,99.3,45.5,0.2,-10.13,4.81,98207,0.054
106.521,197.777011,-12.1,163,20.3,-0.33,-8.51,4.92,98209,0.054
106.575,197.831011,-28.6,167.3,-3.1,-0.98,-8.93,5.32,98213,0.054
106.63,197.886011,-53.6,144,-8.2,-1.68,-9.52,5.81,98215,0.055
106.684,197.940011,-79,71.7,-9.4,-1.74,-9.84,5.79,98216,0.054
106.738,197.994011,-101.2,19.1,-16.2,-1.25,-10.64,5.73,98222,0.054
106.796,198.052011,-87.7,26.2,-7.8,-0.84,-10.7,5.15,98221,0.058
106.85,198.106011,-92.1,72.9,38.8,-1.64,-9.99,5.01,98224,0.054
106.905,198.161011,-94.1,-20.2,53.1,-2.28,-9.55,5.11,98228,0.055
106.959,198.215011,-86.6,-164.2,61.7,-2.16,-9.71,5.18,98229,0.054
107.013,198.269011,-76.3,-234.8,94.8,-1.46,-9.29,4.92,98229,0.054
107.068,198.324011,-60.5,-237.4,137.5,-1.75,-9.71,5.28,98232,0.055
107.122,198.378011,-48.9,-250,157.4,-2.27,-9.34,5.34,98238,0.054
107.176,198.432011,-45.7,-250,159.9,-2.3,-8.93,5.53,98240,0.054
107.231,198.487011,-53.4,-250,162.8,-1.19,-7.95,4.63,98243,0.055
107.285,198.541011,-62.7,-250,173.2,0.11,-7.85,4.17,98242,0.054
107.339,198.595011,-74.9,-176.2,164.6,0.15,-8.04,4.15,98244,0.054
107.393,198.649011,-56.8,-150.1,125.3,-0.41,-9.22,4.63,98247,0.054
107.448,198.704011,-7.2,-165.3,70.9,0.03,-9.86,4.35,98253,0.055
107.502,198.758011,32.1,-75,41.8,1.13,-9.79,3.73,98255,0.054
107.556,198.812011,28.6,156.8,54.2,1.24,-9.8,4.07,98254,0.054
107.611,198.867011,-21.4,250,24.4,-1.13,-10.69,6.16,98259,0.055
107.665,198.921011,-49,170.9,-49.5,-1.93,-10.17,6.02,98264,0.054
107.719,198.975011,-39.7,77.7,-78.8,-1.17,-9.33,5.06,98268,0.054
107.774,199.030011,-30.8,135.1,-50,-0.61,-10.48,5.05,98269,0.055
107.828,199.084011,-40.2,189.8,-12.9,-2.22,-10.22,5.86,98272,0.054
107.882,199.138011,-38.6,34,-37.1,-2.38,-9.8,5.82,98271,0.054
107.936,199.192011,-31.1,-89.7,-34.9,-1.8,-10.34,5.26,98276,0.054
107.994,199.250011,-12.7,-54.7,29.6,-1.07,-9.7,4.67,98278,0.058
108.049,199.305011,-11.9,-26.7,80,-1.86,-9.65,5.65,98276,0.055
108.151,199.407011,-58.9,-250,60,-1.57,-9.43,5.47,98287,0.102
108.205,199.461011,-52.1,-250,85.2,-0.53,-7.98,4.33,98286,0.054
108.259,199.515011,-21.5,-172.8,111.6,-0.42,-7.6,4.33,98289,0.054
108.314,199.570011,-6.1,-147.5,106.8,-1.07,-8.7,5.26,98288,0.055
108.368,199.624011,-24,-187.7,84.1,-1.17,-9.25,5.65,98294,0.054
108.422,199.678011,-58.1,-168.8,73.2,-0.34,-8.43,4.93,98296,0.054
108.476,199.732011,-85.9,-96.7,62.1,0.22,-10.02,4.53,98292,0.054
108.531,199.787011,-65.3,-9,56,-0.2,-10.62,4.49,98300,0.055
108.634,199.890011,59.6,56.5,43,-0.17,-10.37,4.66,98303,0.103
108.688,199.944011,58.9,112.3,41.2,-0.01,-10.08,5.42,98298,0.054
108.743,199.999011,-9.8,134.7,9.9,-0.72,-10.29,6.21,98301,0.055
108.797,200.053011,-77.9,111.1,-30.9,-0.95,-10.49,5.34,98306,0.054
108.851,200.107011,-71.3,122,-7.6,-1.35,-9.96,4.33,98310,0.054
108.905,200.161011,-30.1,107.5,33.9,-1.8,-10.26,4.71,98316,0.054
108.96,200.216011,2.8,-2.8,39.3,-1.77,-8.35,4.8,98316,0.055
109.014,200.270011,-14.3,-112.9,43.6,-1.77,-7.18,4.65,98317,0.054
109.068,200.324011,-68.5,-164.2,74.6,-1.66,-7.79,4.65,98320,0.054
109.123,200.379011,-93.2,-192.5,114.9,-1.72,-8.16,4.89,98319,0.055
109.177,200.433011,-81.5,-250,138,-2.32,-9.28,5.32,98326,0.054
109.231,200.487011,-43.6,-250,128.2,-2.11,-9.46,5.2,98327,0.054
109.289,200.545011,-30.3,-250,154.5,-0.66,-8.98,4.44,98329,0.058
109.343,200.599011,-27.9,-218.3,190.6,-0.06,-7.94,4.33,98329,0.054
109.397,200.653011,-38.8,-156.2,171.8,-0.31,-8.11,4.81,98328,0.054
109.451,200.707011,-43.5,-209.1,91,-0.21,-8.29,4.76,98330,0.054
109.505,200.761011,-41,-170.8,56.4,0.42,-8.6,4.31,98334,0.054
109.559,200.815011,-26.4,-44.4,58.8,0.46,-8.9,4.36,98335,0.054
109.613,200.869011,-21.8,66.8,46.7,0.28,-9.52,4.72,98339,0.054
109.667,200.923011,-44.2,98.3,-1.5,-0.28,-9.49,5.43,98337,0.054
109.721,200.977011,-61,129.8,-42.6,-0.16,-9.08,4.87,98342,0.054
109.776,201.032011,-53,180.6,-60.6,-0.52,-9.09,4.78,98346,0.055
109.83,201.086011,-24.5,236.1,-57.7,-1.2,-9.6,5.07,98347,0.054
109.884,201.140011,-7.7,199.2,-63.4,-1.72,-9.99,5.46,98352,0.054
109.938,201.194011,-12,153.7,-50.8,-1.96,-9.68,5.44,98354,0.054
109.992,201.248011,-38,107.4,-28.5,-1.72,-10.04,5.17,98357,0.054
110.046,201.302011,-57,103.6,11.6,-1.59,-10.14,5.19,98360,0.054
110.1,201.356011,-71.7,42.7,31.4,-2.05,-9.67,5.22,98362,0.054
110.154,201.410011,-68.8,-88.1,41.9,-2.27,-9.22,5.01,98362,0.054
110.208,201.464011,-53.2,-231.8,55.6,-2.32,-9.93,5.31,98364,0.054
110.262,201.518011,-43.5,-250,99.8,-1.78,-9.9,5.45,98362,0.054
110.316,201.572011,-52.8,-250,140.1,-1.78,-8.71,5.3,98371,0.054
110.37,201.626011,-62.7,-250,160.8,-1.81,-9.83,5.76,98373,0.054
110.424,201.680011,-81.1,-250,162.4,-1.71,-9.37,5.43,98372,0.054
110.482,201.738011,-65.2,-250,161,-0.99,-9.65,4.85,98379,0.058
110.536,201.792011,-35.5,-250,158.8,-0.25,-9.37,4.41,98377,0.054
110.591,201.847011,-6.4,-233.9,138.5,-0.07,-8.97,4.36,98377,0.055
110.645,201.901011,-16.5,-153.9,106.8,0.31,-9.48,4.64,98384,0.054
110.699,201.955011,-64.2,-90.2,57.6,0.59,-9.73,4.21,98385,0.054
110.753,202.009011,-74.5,-2.5,19.5,0.75,-9.37,3.56,98381,0.054
110.808,202.064011,-23,103.7,6.4,0.44,-10.07,3.65,98389,0.055
110.862,202.118011,37.4,163,-15.4,0.01,-9.27,4.34,98392,0.054
110.916,202.172011,34,195.6,-48.2,-0.05,-8.81,5.19,98391,0.054
110.97,202.226011,-6.3,155.8,-112.4,-0.9,-9.06,5.52,98394,0.054
111.025,202.281011,-53.4,185.1,-116.5,-1.25,-8.66,4.87,98397,0.055
111.079,202.335011,-43.8,250,-64.6,-1.37,-9.53,4.41,98399,0.054
111.133,202.389011,-18.6,250,-23.5,-2.14,-10.26,5.26,98403,0.054
111.188,202.444011,-6.4,135.9,-32.8,-2.15,-10.12,5.51,98404,0.055
111.242,202.498011,-33.3,14.4,-21.2,-2.3,-9.98,5.23,98410,0.054
111.296,202.552011,-97.4,-11.8,34.8,-1.87,-9.54,4.62,98412,0.054
111.35,202.606011,-125.4,-69.6,82.1,-2.21,-9.45,4.99,98409,0.054
111.405,202.661011,-104.5,-229.2,98.2,-2.58,-10.47,5.53,98413,0.055
111.459,202.715011,-65.1,-250,116.5,-2.21,-9,4.98,98412,0.054
111.513,202.769011,-60.9,-250,162.6,-1.58,-9.32,4.77,98415,0.054
111.567,202.823011,-91.7,-250,244.6,-1.82,-8.66,5.13,98416,0.054
111.67,202.926011,-94.5,-250,226.7,-1.85,-9.36,5.48,98418,0.103
111.725,202.981011,-80.7,-250,196.4,-0.66,-9.17,4.15,98425,0.055
111.782,203.038011,-28.6,-250,223,-0.2,-9.29,4.13,98424,0.057
111.837,203.093011,-2.5,-250,171.9,-0.33,-8.94,4.51,98434,0.055
111.891,203.147011,-23.7,-250,91.3,0.59,-8.05,3.6,98433,0.054
111.994,203.250011,-87.2,50.8,40.3,1.43,-8.53,2.44,98435,0.103
112.049,203.305011,-72,200.9,5.4,0.68,-10.3,3.17,98435,0.055
112.103,203.359011,-3.7,250,-31.7,0.42,-10.48,3.38,98438,0.054
112.157,203.413011,28.4,250,-72.4,-0.17,-10.67,4.62,98442,0.054
112.212,203.468011,28.7,250,-118,-1.13,-9.75,5.85,98440,0.055
112.266,203.522011,7.5,250,-184.1,-2.15,-9.07,5.73,98447,0.054
112.32,203.576011,-30.8,250,-150.1,-2.63,-9.01,5.2,98446,0.054
112.374,203.630011,-68.3,250,-108.9,-2.76,-10.23,4.97,98449,0.054
112.429,203.685011,-66.6,227.3,-72.7,-2.53,-10.72,4.69,98452,0.055
112.483,203.739011,-24,92.4,-33.5,-2.72,-10.41,3.88,98451,0.054
112.537,203.793011,41.3,-104.5,-5.2,-2.91,-11.46,3.92,98452,0.054
112.592,203.848011,73,-250,12.5,-2.69,-10.87,3.8,98458,0.055
112.646,203.902011,22,-250,68.2,-2.04,-8.91,4.02,98461,0.054
112.7,203.956011,-41.1,-250,135.7,-2.17,-7.59,4.24,98466,0.054
112.755,204.011011,-58,-250,161.8,-2.35,-7.4,4.62,98466,0.055
112.809,204.065011,-47.7,-250,150.4,-1.79,-8.59,5.16,98467,0.054
112.863,204.119011,-43.7,-250,149.3,-0.08,-8.73,4.32,98469,0.054
112.917,204.173011,-52.8,-216.1,169.1,0.15,-9.82,4.33,98468,0.054
112.972,204.228011,-45.4,-190.9,140.2,-0.84,-10.52,5.15,98472,0.055
113.026,204.282011,-18.3,-250,79.6,-0.69,-9.92,4.33,98473,0.054
113.084,204.340011,5.3,-209.7,56.4,0.57,-9.93,3.36,98475,0.058
113.138,204.394011,9.4,-38.9,73.3,0.54,-8.61,3.18,98481,0.054
113.193,204.449011,14,42.3,57.8,0,-10.35,4.23,98479,0.055
113.247,204.503011,4.8,2.2,-1.7,-0.28,-10.46,4.7,98481,0.054
113.301,204.557011,5.3,13.5,-41.8,0.63,-10.62,3.98,98480,0.054
113.356,204.612011,16,181.2,-17.2,0.74,-9.84,3.63,98484,0.055
113.41,204.666011,25,250,8.4,-0.72,-9.19,4.35,98486,0.054
113.464,204.720011,12,250,-4.7,-1.62,-8.9,4.89,98489,0.054
113.518,204.774011,-27.5,201.5,-22.2,-2.27,-7.92,4.74,98490,0.054
113.573,204.829011,-101.4,87.8,-13.9,-2.14,-8.42,4.46,98495,0.055
113.627,204.883011,-156,6.4,11.8,-2.08,-9.39,4.37,98495,0.054
113.681,204.937011,-130.8,-103.1,50.6,-2.19,-9.48,4.3,98498,0.054
113.736,204.992011,-52.2,-250,76.5,-2.65,-9.15,4.5,98503,0.055
113.79,205.046011,-14.6,-250,87.4,-2.49,-8.37,4.39,98505,0.054
113.844,205.100011,-34.9,-250,145.4,-1.22,-7.97,4.58,98507,0.054
113.898,205.154011,-81.4,-250,197.7,-1.45,-8.42,5.03,98505,0.054
113.953,205.209011,-113.8,-250,210.8,-2.08,-9.03,5.6,98506,0.055
114.007,205.263011,-106.7,-250,166.5,-1.65,-8.32,4.74,98509,0.054
114.061,205.317011,-87.8,-250,153.1,-0.29,-9.52,3.74,98510,0.054
114.116,205.372011,-29.1,-250,155.2,0.17,-10.51,3.69,98517,0.055
114.17,205.426011,19,-224.8,115.3,0.72,-10.02,3.11,98519,0.054
114.224,205.480011,67.7,-78.6,82,1.52,-10.18,3.19,98524,0.054
114.278,205.534011,56.9,98.8,46.2,1.47,-10.61,3.59,98529,0.054
114.336,205.592011,45.2,250,13.9,0.49,-10.45,4.87,98529,0.058
114.39,205.646011,8.1,250,-67.4,0.33,-11.23,4.87,98530,0.054
114.444,205.700011,21.1,250,-64.5,-2.37,-10.01,6.66,98539,0.054
114.498,205.754011,-11.7,250,-115.3,-1.52,-10.57,6.3,98534,0.054
114.552,205.808011,-92.7,250,-118.5,-2.73,-11.17,6.93,98541,0.054
114.607,205.863011,-111,220.5,-138.8,-1.22,-9.19,4.53,98540,0.055
114.661,205.917011,-108.3,250,-78,-2.48,-10,4.33,98546,0.054
114.715,205.971011,-94.3,164.3,-44,-2.96,-10.07,4.38,98546,0.054
114.769,206.025011,-95.9,-92.2,-53.3,-3.24,-10.43,4.37,98548,0.054
114.823,206.079011,-63.6,-250,-23.9,-2.67,-11.17,3.97,98556,0.054
114.877,206.133011,-54.5,-250,63.1,-2.69,-11.09,4.19,98558,0.054
114.931,206.187011,-41,-250,129.3,-3.14,-10.03,4.53,98558,0.054
114.985,206.241011,-57.2,-250,182.3,-3.8,-8.95,4.95,98558,0.054
115.039,206.295011,-60.8,-250,211,-2.98,-7.66,4.68,98561,0.054
115.093,206.349011,-60.1,-250,241.1,-0.67,-7.98,4.59,98556,0.054
115.197,206.453011,-76,-250,221.6,-1.36,-8.67,5.07,98563,0.104
115.251,206.507011,-51,-250,128.5,-0.57,-8.75,4.06,98567,0.054
115.305,206.561011,-27.7,-250,95.3,1.46,-9.97,2.98,98575,0.054
115.41,206.666011,-19.7,132.2,85,0.62,-11.2,3.81,98572,0.105
115.464,206.720011,-8.3,137.8,-3.7,0.38,-9.82,3.69,98575,0.054
115.518,206.774011,53.1,214.9,-51.8,1.29,-8.71,3.04,98576,0.054
115.572,206.828011,53.7,250,-75.5,0.79,-9.5,4.85,98581,0.054
115.63,206.886011,22.6,250,-136.9,-1.8,-8.95,6.22,98583,0.058
115.684,206.940011,-8.3,250,-174.4,-2.99,-9.27,6.02,98590,0.054
115.738,206.994011,-43.8,250,-124.1,-2.79,-10.81,5.86,98591,0.054
115.793,207.049011,-60.6,227.4,-88.9,-1.99,-9.49,4.57,98593,0.055
115.847,207.103011,-53.7,170.7,-49,-2.61,-10.08,4.79,98597,0.054
115.901,207.157011,-35.8,15.1,-22.4,-2.63,-9.27,4.49,98597,0.054
115.955,207.211011,-25.8,-176.6,-6.5,-2.77,-9.45,4.25,98604,0.054
116.01,207.266011,-4.1,-250,42.2,-2.68,-10.52,4.52,98605,0.055
116.064,207.320011,-1.5,-250,102,-3.16,-10.59,5.17,98605,0.054
116.118,207.374011,-12.1,-250,133.3,-3.06,-10,5.48,98607,0.054
116.172,207.428011,-22.1,-250,131.6,-2.08,-10.28,5.62,98616,0.054
116.227,207.483011,-47.8,-250,118.6,-0.18,-9.93,4.9,98615,0.055
116.281,207.537011,-85.4,-250,120.3,0.41,-9.17,4.11,98616,0.054
116.335,207.591011,-89.1,-181.8,97.8,-0.22,-10.25,4.45,98621,0.054
116.389,207.645011,-52.6,-177.6,44.8,0.17,-10.14,3.66,98625,0.054
116.444,207.700011,-7.5,-95.9,20.4,0.94,-11.01,3.14,98622,0.055
116.498,207.754011,27.4,85,35.7,0.8,-9.81,3.11,98627,0.054
116.552,207.808011,34.9,190,28.8,-0.05,-10.07,4.15,98625,0.054
116.607,207.863011,25.7,155.6,-29.2,-0.48,-9.2,4.56,98629,0.055
116.661,207.917011,16.4,121.7,-80.7,-0.03,-9.29,4.3,98632,0.054
116.715,207.971011,16.5,207,-81.1,0.12,-9.34,4.01,98635,0.054
116.769,208.025011,18.1,250,-66.7,-0.43,-9.57,4.37,98637,0.054
116.824,208.080011,38,250,-59.8,-1.25,-10.52,5.3,98638,0.055
116.882,208.138011,45.9,250,-61,-1.74,-10.04,5.54,98641,0.058
116.936,208.192011,-12.3,243.1,-45.6,-2.11,-9.48,5.54,98645,0.054
116.99,208.246011,-100.4,138.8,-51.3,-2.15,-9.82,5.02,98644,0.054
117.044,208.300011,-149.4,60.4,-32.9,-1.89,-9.61,4.06,98652,0.054
117.099,208.355011,-115.9,-46.8,-2.3,-1.93,-9.48,3.43,98655,0.055
117.153,208.409011,-44.2,-175.5,34,-2.16,-9.73,3.51,98651,0.054
117.207,208.463011,1.2,-250,62.2,-2.23,-8.46,3.37,98654,0.054
117.262,208.518011,-7.1,-250,119.7,-2.19,-7.46,3.33,98654,0.055
117.316,208.572011,-37,-250,194.3,-2.93,-7.96,4.11,98655,0.054
117.37,208.626011,-62.1,-250,237.6,-3.02,-8.99,5.43,98656,0.054
117.424,208.680011,-76.7,-250,215.3,-2.53,-8.36,5.31,98656,0.054
117.479,208.735011,-94.7,-250,215.7,-0.59,-9.22,4.47,98661,0.055
117.533,208.789011,-94.2,-250,250,-0.57,-10.07,4.69,98667,0.054
117.587,208.843011,-54.6,-250,236.2,-1.14,-10.74,5.28,98670,0.054
117.642,208.898011,-3.9,-250,127,-0.1,-10.51,4.17,98670,0.055
117.696,208.952011,15.2,-240.8,76.2,1.95,-9.85,2.43,98667,0.054
117.75,209.006011,16.9,28.8,72.9,2.11,-9.56,2.43,98667,0.054
117.805,209.061011,10.1,171.4,18.2,0.97,-9.48,3.72,98667,0.055
117.859,209.115011,18.8,178.1,-76.2,0.56,-9.61,4.52,98674,0.054
117.913,209.169011,34.7,250,-125.1,-0.11,-9.08,5.31,98679,0.054
117.967,209.223011,11.8,250,-112.9,-1.09,-8.9,5.71,98680,0.054
118.022,209.278011,-58.2,250,-138.2,-2.44,-9.76,6.57,98679,0.055
118.076,209.332011,-74,250,-214.9,-1.6,-9.32,5.23,98685,0.054
118.144,209.400011,-54.1,250,-160.8,-1.82,-8.64,3.72,98007,0.068
118.198,209.454011,-45.7,250,-94.8,-2.65,-8.92,3.87,98685,0.054
118.252,209.508011,-52.3,248.9,-100.5,-2.7,-9.53,4.07,98692,0.054
118.307,209.563011,-41.4,60.4,-112,-1.71,-9.87,3.25,98692,0.055
118.361,209.617011,-16.3,2.6,-67.5,-1.12,-10.4,2.45,98696,0.054
118.415,209.671011,37.3,31.9,14.1,-1.07,-11.4,2.77,98697,0.054
118.469,209.725011,73.5,-46.9,43.1,-2.56,-12.33,4.5,98700,0.054
118.524,209.780011,34.2,-250,-11.8,-2.18,-9.69,3.93,98704,0.055
118.578,209.834011,-65.8,-250,26.6,-1.15,-8.55,2.93,98705,0.054
118.632,209.888011,-113.5,-234,110,-1.9,-8.24,2.85,98702,0.054
118.785,210.041011,-16.2,-250,161.6,-2.5,-9.35,4.11,98710,0.153
118.839,210.095011,9.5,-250,244.1,-0.73,-8.99,4.88,98716,0.054
118.893,210.149011,-22.4,-250,250,-2.04,-8.09,5.6,98716,0.054
118.948,210.204011,-107.1,-250,233.4,-2.43,-7.89,6.01,98719,0.055
119.002,210.258011,-163.3,-250,179.3,-0.85,-8.11,4.3,98721,0.054
119.056,210.312011,-140.8,-250,207.6,-0.37,-8.75,3.35,98727,0.054
119.111,210.367011,-33.7,-250,171.8,-0.46,-10.47,3.25,98730,0.055
119.165,210.421011,73.1,-250,88.9,0.22,-10.6,2.25,98726,0.054
119.219,210.475011,117.1,-188.1,58.7,1.43,-10.18,2.34,98729,0.054
119.274,210.530011,69.8,72.7,75.9,0.99,-10.42,3.16,98732,0.055
119.328,210.584011,11,156.5,41,-0.61,-11.71,4.87,98731,0.054
119.382,210.638011,26.9,103.4,-30.5,0.11,-12.48,4.02,98739,0.054
119.44,210.696011,80.3,202.6,-33.6,0.89,-10.93,3.09,98740,0.058
119.494,210.750011,96.5,250,47.1,-0.57,-9.29,4.36,98743,0.054
119.548,210.804011,22.8,250,-20.5,-1.88,-10.26,7.06,98742,0.054
119.602,210.858011,-41.8,183.6,-110.4,-1.96,-8.78,5.92,98745,0.054
119.656,210.912011,-102.6,112.6,-100.3,-1.54,-7.9,3.91,98747,0.054
119.71,210.966011,-124.9,205.7,-4.4,-2.1,-9.5,3.7,98751,0.054
119.764,211.020011,-89.3,99.4,23.8,-2.76,-9.29,3.95,98754,0.054
119.818,211.074011,-27.9,-155.5,7.2,-3.1,-9.1,4.58,98756,0.054
119.872,211.128011,-5.5,-250,5.6,-2.4,-8.57,3.73,98758,0.054
119.926,211.182011,-17.8,-250,95.9,-1.44,-7.17,3.22,98756,0.054
119.981,211.237011,-40.9,-199.1,183.5,-1.67,-7.25,4.75,98761,0.055
120.035,211.291011,-71.5,-250,164.6,-2.04,-8.34,6.12,98766,0.054
120.089,211.345011,-118.4,-250,128.9,-1.61,-8.99,5.87,98768,0.054
120.143,211.399011,-158.7,-250,167.3,-1.03,-9.67,4.85,98770,0.054
120.197,211.453011,-102.7,-250,209.8,-1.29,-10.44,5.07,98775,0.054
120.251,211.507011,-14.5,-250,157.4,-0.7,-10.26,4.83,98776,0.054
120.305,211.561011,17.1,-250,106,0.99,-10.06,3.86,98776,0.054
120.359,211.615011,16,0.3,123,1.34,-9.63,3.9,98779,0.054
120.413,211.669011,-1.9,171.3,122.5,-0.68,-10.94,5.94,98784,0.054
120.467,211.723011,-13.1,38.1,18.3,-0.82,-11.59,6.19,98790,0.054
120.521,211.777011,-2.3,69,-10.8,0.21,-10.16,5,98789,0.054
120.575,211.831011,-18.8,250,27.8,-0.02,-10.13,4.83,98792,0.054
120.629,211.885011,-70.5,250,44.3,-2.37,-10.67,6.41,98791,0.054
120.687,211.943011,-118,156.9,-38.9,-2.8,-9.89,5.99,98795,0.058
120.741,211.997011,-132.9,-13.5,-45.1,-2.05,-9.87,4.93,98803,0.054
120.796,212.052011,-122.8,-19.7,26.7,-1.38,-9.07,3.88,98805,0.055
120.85,212.106011,-78.9,-40,89,-2.03,-8.78,4.8,98806,0.054
120.904,212.160011,-55.5,-225.1,86.5,-2.95,-8.99,5.44,98807,0.054
120.958,212.214011,-57.4,-250,90.6,-2.59,-7.67,4.54,98810,0.054
121.013,212.269011,-62.5,-250,146.1,-1.94,-7.56,4.33,98815,0.055
121.067,212.323011,-41.5,-250,195.2,-1.29,-8.88,5.02,98819,0.054
121.121,212.377011,-63.6,-250,174.6,-0.67,-8.17,5.3,98816,0.054
121.175,212.431011,-113.8,-250,170.7,-0.43,-8.38,4.81,98818,0.054
121.23,212.486011,-135.6,-210.5,149.8,-0.41,-9.26,4.54,98822,0.055
121.284,212.540011,-73,-187.9,122.7,0.34,-9.23,3.51,98828,0.054
121.338,212.594011,12.9,-84.3,100.1,0.85,-10.06,3.64,98831,0.054
121.393,212.649011,45.6,40.7,69.4,1.36,-10.02,3.73,98829,0.055
121.447,212.703011,5.9,207.6,55.5,0.33,-10.24,4.99,98837,0.054
121.501,212.757011,-46.7,207.1,-17.5,-0.83,-11.36,6.21,98838,0.054
121.555,212.811011,-53.5,143.3,-89.7,-0.6,-11.85,5.51,98842,0.054
121.61,212.866011,-15.6,235.7,-52.2,-1.44,-11.1,4.98,98845,0.055
121.664,212.920011,14.5,234.7,-21.6,-1.99,-11.6,5.54,98850,0.054
121.718,212.974011,1.3,145.8,-18.2,-2.59,-11.69,6.63,98854,0.054
121.772,213.028011,-41.4,3.1,-36,-1.64,-9.97,5.28,98855,0.054
121.827,213.083011,-80,11.4,10.4,-1.46,-10.05,4.87,98860,0.055
121.885,213.141011,-75.3,-15.6,59.7,-1.83,-9.1,4.53,98863,0.058
121.939,213.195011,-52.9,-159.4,69.2,-2.45,-10,5.49,98863,0.054
121.993,213.249011,-31,-250,54.1,-2.16,-9.61,5.04,98867,0.054
122.096,213.352011,-51.2,-250,161.3,-1.68,-8.67,4.65,98870,0.103
122.15,213.406011,-47.7,-250,180,-2.38,-8.98,5.43,98871,0.054
122.204,213.460011,-43.2,-250,129.8,-1.22,-8.56,4.72,98876,0.054
122.308,213.564011,-61.6,-134.9,167.4,0.22,-9.17,3.65,98880,0.104
122.362,213.618011,0.2,-54.8,171.9,-0.56,-9.1,4.13,98884,0.054
122.416,213.672011,61.2,-126.1,113.9,-0.51,-9.84,4.61,98887,0.054
122.47,213.726011,68.1,-48.4,91.8,0.93,-9.63,4.11,98888,0.054
122.525,213.781011,8.2,146.2,104.7,0.31,-8.69,4.52,98887,0.055
122.579,213.835011,-68.9,188.7,72.9,-1.54,-10.3,5.99,98890,0.054
122.633,213.889011,-83.1,9,-4.9,-1.58,-9.53,5.35,98893,0.054
122.688,213.944011,-51.6,-64.3,-20.1,-0.63,-10.07,4.53,98895,0.055
122.742,213.998011,-15.4,31.8,26.1,-0.27,-9.25,4.3,98903,0.054
122.796,214.052011,-18.2,121.8,60.6,-0.92,-8.63,4.95,98905,0.054
122.851,214.107011,-34.6,24.7,25.6,-1.53,-8.4,5.51,98906,0.055
122.905,214.161011,-65,-69.5,5,-1.29,-9.51,4.95,98914,0.054
122.959,214.215011,-60.9,-39.9,57.8,-1.24,-9.81,4.45,98912,0.054
123.014,214.270011,-32,-19,111.9,-1.47,-10.35,5.14,98915,0.055
123.068,214.324011,-24.2,-107.4,111.2,-2.13,-10.52,6.32,98915,0.054
123.122,214.378011,-52.7,-223.6,93.4,-1.67,-7.99,5.05,98916,0.054
123.176,214.432011,-88.6,-229.1,134.7,-1.63,-7.61,4.68,98922,0.054
123.234,214.490011,-91.8,-250,154.3,-1.07,-8.37,4.89,98922,0.058
123.289,214.545011,-78.2,-250,128.7,-1.08,-9.02,5.04,98928,0.055
123.343,214.599011,-79.5,-250,139.7,-0.4,-9.32,4.79,98931,0.054
123.397,214.653011,-84.2,-160,139.3,0.13,-10.01,4.69,98936,0.054
123.452,214.708011,-76.3,-78.6,129.8,-0.28,-10.19,4.95,98942,0.055
123.506,214.762011,-37.7,-66.2,94.3,-0.35,-10.53,4.89,98941,0.054
